_id,fecha,provincia,Tolueno,SO2,PM10,"PM2,5",O3 8h,NOX
48_2024-04-02,2024-04-02,48,0.562857142857143,3.6666666666666665,5.666666666666667,3,75.66666666666667,9
1_2024-04-03,2024-04-03,1,0,3.6666666666666665,7,5,73,0
20_2024-04-03,2024-04-03,20,0.7919999999999999,3.3333333333333335,14,5,87,0
48_2024-04-03,2024-04-03,48,1.1271428571428572,3.6666666666666665,5.666666666666667,2.3333333333333335,77.66666666666667,14
1_2024-04-04,2024-04-04,1,0,4.333333333333333,9,6,70,0
20_2024-04-04,2024-04-04,20,1.142,3.5,16,5.2,88,0
48_2024-04-04,2024-04-04,48,1.1871428571428573,3.9166666666666665,9,4,82,11
1_2024-04-05,2024-04-05,1,0,4.666666666666667,14,7,70,0
20_2024-04-05,2024-04-05,20,0.672,4.5,20,4.8,94,0
48_2024-04-05,2024-04-05,48,1.052857142857143,4.166666666666667,8.666666666666666,4.333333333333333,57.666666666666664,18
1_2024-04-06,2024-04-06,1,0,4.333333333333333,17,10.666666666666666,84,0
20_2024-04-06,2024-04-06,20,0.556,4,32,11,104,0
48_2024-04-06,2024-04-06,48,1.0171428571428571,4.25,24,8.666666666666666,95.66666666666667,20
1_2024-04-07,2024-04-07,1,0,4.666666666666667,23,12,59,0
20_2024-04-07,2024-04-07,20,2.346,4.166666666666667,0,13.4,95,0
48_2024-04-07,2024-04-07,48,0.8228571428571428,4.916666666666667,19.333333333333332,8,74,35
1_2024-04-08,2024-04-08,1,0,3.6666666666666665,11,5.666666666666667,65,0
20_2024-04-08,2024-04-08,20,1.684,3.6666666666666665,0,7.4,87,0
48_2024-04-08,2024-04-08,48,0.7614285714285715,4.25,10.666666666666666,3.3333333333333335,73,18
1_2024-04-09,2024-04-09,1,0,4,7,5.333333333333333,70,0
20_2024-04-09,2024-04-09,20,0.442,3.3333333333333335,20,5.4,94,0
48_2024-04-09,2024-04-09,48,1.15,3.9166666666666665,15.666666666666666,3.3333333333333335,81.33333333333333,21
1_2024-04-10,2024-04-10,1,0,5.333333333333333,8,7,61,0
20_2024-04-10,2024-04-10,20,2.148,3.5,25,5.8,84,0
48_2024-04-10,2024-04-10,48,1.2657142857142856,4.833333333333333,15,4.666666666666667,68.33333333333333,34
1_2024-04-11,2024-04-11,1,0,5.666666666666667,8,9,57,0
20_2024-04-11,2024-04-11,20,3.432,3.1666666666666665,25,7.4,80,0
48_2024-04-11,2024-04-11,48,1.83,5.416666666666667,15.333333333333334,5.333333333333333,69.66666666666667,40
1_2024-04-12,2024-04-12,1,0,6,9,10.333333333333334,55,0
20_2024-04-12,2024-04-12,20,3.588,3.3333333333333335,28,8.4,92,0
48_2024-04-12,2024-04-12,48,3.2600000000000002,7.416666666666667,22.333333333333332,9,80,71
1_2024-04-13,2024-04-13,1,0,6.666666666666667,12,12,58,0
20_2024-04-13,2024-04-13,20,5.1579999999999995,3.3333333333333335,23,11.8,105,0
48_2024-04-13,2024-04-13,48,2.1271428571428572,9.083333333333334,21.666666666666668,14,77.33333333333333,47
1_2024-04-14,2024-04-14,1,0,6.666666666666667,13,11.666666666666666,62,0
20_2024-04-14,2024-04-14,20,2.088,3.3333333333333335,20,11,99,0
48_2024-04-14,2024-04-14,48,1.1342857142857141,6.916666666666667,22.666666666666668,12.666666666666666,70.66666666666667,40
1_2024-04-15,2024-04-15,1,0,5,8,9.333333333333334,59,0
20_2024-04-15,2024-04-15,20,0.58,3,13,4,80,0
48_2024-04-15,2024-04-15,48,0.6014285714285714,3.8333333333333335,9.666666666666666,3.3333333333333335,66,21
1_2024-04-16,2024-04-16,1,0,4.333333333333333,6,4.333333333333333,81,0
20_2024-04-16,2024-04-16,20,0.264,3,17,4.2,97,0
48_2024-04-16,2024-04-16,48,0.9142857142857144,3.8333333333333335,16.333333333333332,4.333333333333333,54.666666666666664,18
1_2024-04-17,2024-04-17,1,0,4.333333333333333,5,3,76,0
20_2024-04-17,2024-04-17,20,0.364,3.1666666666666665,12,3.8,99,0
48_2024-04-17,2024-04-17,48,0.7014285714285714,3.75,8,2.6666666666666665,80.66666666666667,19
1_2024-04-18,2024-04-18,1,0,4.666666666666667,5,4,76,0
20_2024-04-18,2024-04-18,20,1.064,3.1666666666666665,15,4.2,92,0
48_2024-04-18,2024-04-18,48,1.0414285714285714,3.8333333333333335,9.666666666666666,2.6666666666666665,71.66666666666667,25
1_2024-04-19,2024-04-19,1,0,6,8,7,59,0
20_2024-04-19,2024-04-19,20,3.018,3.3333333333333335,20,5.6,92,0
48_2024-04-19,2024-04-19,48,1.497142857142857,5,14,5,69.66666666666667,39
1_2024-04-20,2024-04-20,1,0,5.333333333333333,9,7,70,0
20_2024-04-20,2024-04-20,20,2.68,3.3333333333333335,18,6.6,92,0
48_2024-04-20,2024-04-20,48,0.9357142857142858,5,11.666666666666666,6,74,26
1_2024-04-21,2024-04-21,1,0,6,8,5.666666666666667,74,0
20_2024-04-21,2024-04-21,20,1.9460000000000002,3.5,16,5.8,84,0
48_2024-04-21,2024-04-21,48,0.5514285714285714,4.333333333333333,10.666666666666666,5,72.33333333333333,15
1_2024-04-22,2024-04-22,1,0,5,8,5,85,0
20_2024-04-22,2024-04-22,20,0.696,3.3333333333333335,14,5,91,0
48_2024-04-22,2024-04-22,48,0.74,3.6666666666666665,11,3.3333333333333335,85.66666666666667,12
1_2024-04-23,2024-04-23,1,0,4.333333333333333,6,5,0,0
20_2024-04-23,2024-04-23,20,0.536,3.5,14,5.2,98,0
48_2024-04-23,2024-04-23,48,1.0885714285714285,4.083333333333333,9,4,74.33333333333333,21
1_2024-04-24,2024-04-24,1,0,5.333333333333333,7,7,79,0
20_2024-04-24,2024-04-24,20,1.436,3.5,17,5.8,102,0
48_2024-04-24,2024-04-24,48,1.6685714285714286,5.416666666666667,10.333333333333334,4,77.33333333333333,29
1_2024-04-25,2024-04-25,1,0,5,6,8,61,0
20_2024-04-25,2024-04-25,20,2.012,3.5,21,6,83,0
48_2024-04-25,2024-04-25,48,1.762857142857143,5.25,11,5.333333333333333,67,37
1_2024-04-26,2024-04-26,1,0,5.333333333333333,8,7,44,0
20_2024-04-26,2024-04-26,20,1.6420000000000001,3.1666666666666665,20,5.6,79,0
48_2024-04-26,2024-04-26,48,1.8671428571428572,4.666666666666667,9,4.666666666666667,56.333333333333336,40
1_2024-04-27,2024-04-27,1,0,4.666666666666667,6,4.333333333333333,71,0
20_2024-04-27,2024-04-27,20,0.6060000000000001,3.3333333333333335,12,3.2,89,0
48_2024-04-27,2024-04-27,48,0.9828571428571429,3.8333333333333335,8.666666666666666,3.3333333333333335,75,21
1_2024-04-28,2024-04-28,1,0,5,5,5.666666666666667,57,0
20_2024-04-28,2024-04-28,20,0.73,3.3333333333333335,13,3.4,92,0
48_2024-04-28,2024-04-28,48,0.6271428571428571,5.083333333333333,8.333333333333334,4,71.66666666666667,27
1_2024-04-29,2024-04-29,1,0,5.333333333333333,6,5,62,0
20_2024-04-29,2024-04-29,20,2.69,3.3333333333333335,20,4.6,88,0
48_2024-04-29,2024-04-29,48,1.4685714285714284,6.083333333333333,11,4,68,31
1_2024-04-30,2024-04-30,1,0,5,6,6.333333333333333,51,0
20_2024-04-30,2024-04-30,20,2.166,3.3333333333333335,18,5.6,83,0
48_2024-04-30,2024-04-30,48,1.27,5,8.666666666666666,4.666666666666667,73.33333333333333,28
1_2024-05-01,2024-05-01,1,0,4.666666666666667,4,2.3333333333333335,72,0
20_2024-05-01,2024-05-01,20,0.27799999999999997,3.3333333333333335,10,2.8,93,0
48_2024-05-01,2024-05-01,48,0.49142857142857144,4.416666666666667,6.333333333333333,2.3333333333333335,80,12
1_2024-05-02,2024-05-02,1,0,4.666666666666667,5,4,65,0
20_2024-05-02,2024-05-02,20,1.4300000000000002,3.3333333333333335,14,4.6,92,0
48_2024-05-02,2024-05-02,48,0.5685714285714286,4.416666666666667,6.666666666666667,3.3333333333333335,73.33333333333333,24
1_2024-05-03,2024-05-03,1,0,4.333333333333333,5,4.666666666666667,72,0
20_2024-05-03,2024-05-03,20,4.166,3.5,21,4,87,0
48_2024-05-03,2024-05-03,48,0.65,4.083333333333333,6.666666666666667,4,43.333333333333336,22
1_2024-05-04,2024-05-04,1,0,4,6,5,66,0
20_2024-05-04,2024-05-04,20,0.472,3.5,13,3.6,72,0
48_2024-05-04,2024-05-04,48,0.3066666666666667,3.9166666666666665,5.333333333333333,2.6666666666666665,70,9
1_2024-05-05,2024-05-05,1,0,4.333333333333333,4,3.6666666666666665,58,0
20_2024-05-05,2024-05-05,20,1.54,3.1666666666666665,10,2.4,75,0
48_2024-05-05,2024-05-05,48,0.41,3.8333333333333335,5.666666666666667,2.3333333333333335,66.66666666666667,15
1_2024-05-06,2024-05-06,1,0,4.333333333333333,5,4.666666666666667,74,0
20_2024-05-06,2024-05-06,20,0.446,3.1666666666666665,16,4.4,95,0
48_2024-05-06,2024-05-06,48,0.8185714285714286,3.6666666666666665,11,3,79.66666666666667,26
1_2024-05-07,2024-05-07,1,0,4.666666666666667,7,7,80,0
20_2024-05-07,2024-05-07,20,0.542,3,17,5.6,93,0
48_2024-05-07,2024-05-07,48,0.9057142857142857,3.4166666666666665,12.333333333333334,4,53.333333333333336,15
1_2024-05-08,2024-05-08,1,0,5.333333333333333,7,9.666666666666666,73,0
20_2024-05-08,2024-05-08,20,1.1560000000000001,3.1666666666666665,19,8.4,90,0
48_2024-05-08,2024-05-08,48,1.512857142857143,4.416666666666667,10.333333333333334,9,71,25
1_2024-05-09,2024-05-09,1,0,5.333333333333333,8,10.333333333333334,56,0
20_2024-05-09,2024-05-09,20,4.3420000000000005,3.3333333333333335,27,11,87,0
48_2024-05-09,2024-05-09,48,2.742857142857143,4.666666666666667,16.666666666666668,9.333333333333334,56.333333333333336,50
1_2024-05-10,2024-05-10,1,0,5.333333333333333,15,9.333333333333334,60,0
20_2024-05-10,2024-05-10,20,8.192,3.6666666666666665,31,8.4,107,0
48_2024-05-10,2024-05-10,48,2.3285714285714287,6.416666666666667,21,11.333333333333334,63,46
1_2024-05-11,2024-05-11,1,0,6,12,9.333333333333334,77,0
20_2024-05-11,2024-05-11,20,5.49,3.5,20,11.8,112,0
48_2024-05-11,2024-05-11,48,2.064285714285714,7,20.666666666666668,13.333333333333334,103,38
1_2024-05-12,2024-05-12,1,0,6,7,8.666666666666666,58,0
20_2024-05-12,2024-05-12,20,0.558,3.1666666666666665,17,9.2,99,0
48_2024-05-12,2024-05-12,48,0.6542857142857142,4.2727272727272725,16.666666666666668,9.333333333333334,75.5,21
1_2024-05-13,2024-05-13,1,0,5,9,6.333333333333333,49,0
20_2024-05-13,2024-05-13,20,2.38,3.1666666666666665,19,7,85,0
48_2024-05-13,2024-05-13,48,1.7228571428571429,5,14.666666666666666,7,63,41
1_2024-05-14,2024-05-14,1,0,5.333333333333333,4,3.6666666666666665,66,0
20_2024-05-14,2024-05-14,20,0.756,3.1666666666666665,12,3.8,79,0
48_2024-05-14,2024-05-14,48,0.9442857142857142,4.166666666666667,9.333333333333334,3,60.666666666666664,28
1_2024-05-15,2024-05-15,1,0,4.333333333333333,5,6.666666666666667,51,0
20_2024-05-15,2024-05-15,20,1.0539999999999998,3.1666666666666665,12,4.4,76,0
48_2024-05-15,2024-05-15,48,1.24,4.5,9.666666666666666,4,56,37
1_2024-05-16,2024-05-16,1,0,3.6666666666666665,5,4,58,0
20_2024-05-16,2024-05-16,20,1.532,3.3333333333333335,13,4.6,74,0
48_2024-05-16,2024-05-16,48,1.0071428571428571,3.9166666666666665,6.666666666666667,3.6666666666666665,57.333333333333336,23
1_2024-05-17,2024-05-17,1,0,5,6,6.666666666666667,64,0
20_2024-05-17,2024-05-17,20,1.9440000000000002,3.1666666666666665,17,5.2,80,0
48_2024-05-17,2024-05-17,48,1.1685714285714286,4.583333333333333,12,4.666666666666667,56,27
1_2024-05-18,2024-05-18,1,0,4.666666666666667,5,5.333333333333333,47,0
20_2024-05-18,2024-05-18,20,0.8699999999999999,3.3333333333333335,15,5.8,79,0
48_2024-05-18,2024-05-18,48,1.0085714285714285,3.9166666666666665,11.333333333333334,4.666666666666667,55.666666666666664,24
1_2024-05-19,2024-05-19,1,0,4.333333333333333,5,5.666666666666667,52,0
20_2024-05-19,2024-05-19,20,1.64,3.1666666666666665,12,4.4,76,0
48_2024-05-19,2024-05-19,48,0.92,4,8,3,57.666666666666664,19
1_2024-05-20,2024-05-20,1,0,4.333333333333333,5,5,59,0
20_2024-05-20,2024-05-20,20,0.784,3.1666666666666665,16,5.4,80,0
48_2024-05-20,2024-05-20,48,0.9957142857142857,3.75,9.333333333333334,3.6666666666666665,67,24
1_2024-05-21,2024-05-21,1,0,5.333333333333333,7,7.333333333333333,41,0
20_2024-05-21,2024-05-21,20,2.072,3.3333333333333335,21,7.6,91,0
48_2024-05-21,2024-05-21,48,1.9457142857142855,4.833333333333333,12.666666666666666,5.666666666666667,70,26
1_2024-05-22,2024-05-22,1,0,4.666666666666667,6,6,51,0
20_2024-05-22,2024-05-22,20,1.3219999999999998,3.1666666666666665,19,5.8,84,0
48_2024-05-22,2024-05-22,48,1.4600000000000002,4.333333333333333,11.333333333333334,5.333333333333333,62,33
1_2024-05-23,2024-05-23,1,0,5.333333333333333,6,5,56,0
20_2024-05-23,2024-05-23,20,0.898,3.5,16,5.6,80,0
48_2024-05-23,2024-05-23,48,1.5585714285714285,4.25,12,3.6666666666666665,66,24
1_2024-05-24,2024-05-24,1,0,5.666666666666667,9,9,54,0
20_2024-05-24,2024-05-24,20,2.532,3.5,19,6.2,85,0
48_2024-05-24,2024-05-24,48,1.5042857142857142,5.916666666666667,13.666666666666666,5.666666666666667,64.66666666666667,30
1_2024-05-25,2024-05-25,1,0,5.666666666666667,11,8.333333333333334,57,0
20_2024-05-25,2024-05-25,20,2.702,3.1666666666666665,19,8.2,90,0
48_2024-05-25,2024-05-25,48,1.3685714285714285,5,13,7.333333333333333,70,33
1_2024-05-26,2024-05-26,1,0,5.666666666666667,7,6.666666666666667,60,0
20_2024-05-26,2024-05-26,20,0.9339999999999999,3,14,5.4,77,0
48_2024-05-26,2024-05-26,48,1.0557142857142858,6.083333333333333,11.333333333333334,5.333333333333333,59.666666666666664,26
1_2024-05-27,2024-05-27,1,0,6.333333333333333,6,4.333333333333333,61,0
20_2024-05-27,2024-05-27,20,1.064,3,14,4.2,74,0
48_2024-05-27,2024-05-27,48,0.65,3.75,11.333333333333334,2.6666666666666665,59.666666666666664,21
1_2024-05-29,2024-05-29,1,0,6.666666666666667,9,8.333333333333334,58,0
20_2024-05-29,2024-05-29,20,2.3200000000000003,3.6666666666666665,27,7,83,0
48_2024-05-29,2024-05-29,48,1.8171428571428572,6.166666666666667,17.333333333333332,7.666666666666667,61.666666666666664,40
1_2024-05-30,2024-05-30,1,0,5.333333333333333,6,5.666666666666667,40,0
20_2024-05-30,2024-05-30,20,0.982,2.3333333333333335,18,5.4,64,0
48_2024-05-30,2024-05-30,48,1.1714285714285713,3.6666666666666665,10.666666666666666,5.333333333333333,48,22
1_2024-05-31,2024-05-31,1,0,4.666666666666667,9,6.333333333333333,78,0
20_2024-05-31,2024-05-31,20,0.43,2.3333333333333335,17,6,85,0
48_2024-05-31,2024-05-31,48,1.3542857142857143,3.5833333333333335,15,4.333333333333333,64.33333333333333,19
1_2024-06-01,2024-06-01,1,0,4.333333333333333,8,7,66,0
20_2024-06-01,2024-06-01,20,1.336,2.3333333333333335,16,5.6,80,0
48_2024-06-01,2024-06-01,48,1.0471428571428572,4,11,4.666666666666667,61,19
1_2024-06-02,2024-06-02,1,0,4.666666666666667,6,6.666666666666667,70,0
20_2024-06-02,2024-06-02,20,1.732,2.3333333333333335,14,7.8,74,0
48_2024-06-02,2024-06-02,48,1.052857142857143,3.8333333333333335,12,7.666666666666667,60.666666666666664,11
1_2024-06-03,2024-06-03,1,0,5,7,8,62,0
20_2024-06-03,2024-06-03,20,1.0939999999999999,2.4,14,9.4,66,0
48_2024-06-03,2024-06-03,48,0.9642857142857143,3.5833333333333335,13.666666666666666,9.333333333333334,56.333333333333336,27
1_2024-06-04,2024-06-04,1,0,5.333333333333333,9,10,69,0
20_2024-06-04,2024-06-04,20,1.35,2.6,21,10.6,81,0
48_2024-06-04,2024-06-04,48,2.012857142857143,4.333333333333333,16,9.333333333333334,65.66666666666667,29
1_2024-06-05,2024-06-05,1,0,5.666666666666667,16,12.666666666666666,59,0
20_2024-06-05,2024-06-05,20,2.96,2.3333333333333335,33,11.2,91,0
48_2024-06-05,2024-06-05,48,2.1542857142857144,4.75,16,11.333333333333334,69.33333333333333,36
1_2024-06-06,2024-06-06,1,0,5.333333333333333,19,13,64,0
20_2024-06-06,2024-06-06,20,2.3259999999999996,2.1666666666666665,24,7.8,70,0
48_2024-06-06,2024-06-06,48,1.9714285714285713,4.166666666666667,14.666666666666666,7,58.666666666666664,24
1_2024-06-07,2024-06-07,1,0,5.333333333333333,20,14.666666666666666,61,0
20_2024-06-07,2024-06-07,20,1.326,2.1666666666666665,27,14.2,64,0
48_2024-06-07,2024-06-07,48,1.5057142857142856,4.166666666666667,23.333333333333332,13,54.333333333333336,27
1_2024-06-09,2024-06-09,1,0,4.666666666666667,7,6,67,0
20_2024-06-09,2024-06-09,20,0.172,1.8333333333333333,15,5.6,81,0
48_2024-06-09,2024-06-09,48,0.49714285714285716,3.9166666666666665,11.333333333333334,5.666666666666667,66.66666666666667,14
1_2024-06-10,2024-06-10,1,0,4.333333333333333,9,6.666666666666667,62,0
20_2024-06-10,2024-06-10,20,0.434,2.5,17,6.6,73,0
48_2024-06-10,2024-06-10,48,0.9937499999999999,4,14.333333333333334,5.666666666666667,57,15
1_2024-06-11,2024-06-11,1,0,3.3333333333333335,7,6.333333333333333,55,0
20_2024-06-11,2024-06-11,20,0.5820000000000001,2.3333333333333335,17,4.6,68,0
48_2024-06-11,2024-06-11,48,0.79125,4,11,2.6666666666666665,54.333333333333336,18
1_2024-06-12,2024-06-12,1,0,3.3333333333333335,8,7.666666666666667,58,0
20_2024-06-12,2024-06-12,20,2.138,2.5,25,5.8,75,0
48_2024-06-12,2024-06-12,48,1.2725,4.454545454545454,13,4,57.666666666666664,24
1_2024-06-13,2024-06-13,1,0,3.6666666666666665,9,7.333333333333333,57,0
20_2024-06-13,2024-06-13,20,1.702,2.5,23,6.8,81,0
48_2024-06-13,2024-06-13,48,1.00875,3.909090909090909,12.666666666666666,6.333333333333333,64,24
1_2024-06-14,2024-06-14,1,0,4.333333333333333,11,8,49,0
20_2024-06-14,2024-06-14,20,1.7599999999999998,2.5,22,5.6,70,0
48_2024-06-14,2024-06-14,48,1.1875,4.545454545454546,15,5.666666666666667,56,31
1_2024-06-15,2024-06-15,1,0,3.6666666666666665,7,5.333333333333333,65,0
20_2024-06-15,2024-06-15,20,0.47000000000000003,2.3333333333333335,18,5.8,73,0
48_2024-06-15,2024-06-15,48,0.5650000000000001,4.454545454545454,15,4.666666666666667,45.333333333333336,15
1_2024-06-16,2024-06-16,1,0,3.6666666666666665,9,6.333333333333333,46,0
20_2024-06-16,2024-06-16,20,1.494,2.5,15,5.2,69,0
48_2024-06-16,2024-06-16,48,0.7225,5.090909090909091,12.666666666666666,4.333333333333333,57.333333333333336,26
1_2024-06-17,2024-06-17,1,0,4,10,8.333333333333334,43,0
20_2024-06-17,2024-06-17,20,3.22,2.5,27,6.6,65,0
48_2024-06-17,2024-06-17,48,2.00625,5,12,5,49,32
1_2024-06-18,2024-06-18,1,0,3.6666666666666665,17,12.666666666666666,48,0
20_2024-06-18,2024-06-18,20,0.792,2.3333333333333335,24,7,59,0
48_2024-06-18,2024-06-18,48,1.65875,3.6363636363636362,16.333333333333332,6.333333333333333,48.666666666666664,24
1_2024-06-19,2024-06-19,1,0,4.333333333333333,7,5,52,0
20_2024-06-19,2024-06-19,20,1.342,2.5,15,4.4,69,0
48_2024-06-19,2024-06-19,48,1.22375,3.909090909090909,8.666666666666666,3.6666666666666665,61,22
1_2024-06-20,2024-06-20,1,0,3.6666666666666665,7,5.666666666666667,56,0
20_2024-06-20,2024-06-20,20,0.806,2.5,14,4.2,71,0
48_2024-06-20,2024-06-20,48,1.1675,3.909090909090909,13,5.666666666666667,59.333333333333336,21
1_2024-06-21,2024-06-21,1,0,3.6666666666666665,8,6,56,0
20_2024-06-21,2024-06-21,20,0.584,2.6666666666666665,16,6,77,0
48_2024-06-21,2024-06-21,48,0.86125,3.5454545454545454,12,3.3333333333333335,63.666666666666664,15
1_2024-06-22,2024-06-22,1,0,4,8,7.333333333333333,54,0
20_2024-06-22,2024-06-22,20,0.8560000000000001,2.6666666666666665,21,7.2,66,0
48_2024-06-22,2024-06-22,48,1.01625,3.8181818181818183,16,8,51.333333333333336,18
1_2024-06-23,2024-06-23,1,0,3.6666666666666665,5,4.333333333333333,37,0
20_2024-06-23,2024-06-23,20,0.5700000000000001,2.6666666666666665,11,5.4,49,0
48_2024-06-23,2024-06-23,48,0.8875,3.3636363636363638,9.666666666666666,6,38,20
1_2024-06-24,2024-06-24,1,0,3.3333333333333335,7,7.333333333333333,49,0
20_2024-06-24,2024-06-24,20,1.1940000000000002,2.6666666666666665,18,9,58,0
48_2024-06-24,2024-06-24,48,1.33375,3.4545454545454546,11.333333333333334,4.333333333333333,43.666666666666664,19
1_2024-06-25,2024-06-25,1,0,3,15,12.333333333333334,50,0
20_2024-06-25,2024-06-25,20,3.214,2.6666666666666665,31,10.4,81,0
48_2024-06-25,2024-06-25,48,2.2125,3.909090909090909,23,10,59.333333333333336,40
1_2024-06-26,2024-06-26,1,0,3,15,11,51,0
20_2024-06-26,2024-06-26,20,2.142,2.3333333333333335,34,12.6,84,0
48_2024-06-26,2024-06-26,48,1.97,3.6363636363636362,28.666666666666668,13.333333333333334,60.333333333333336,34
1_2024-06-27,2024-06-27,1,0,3,16,11.666666666666666,49,0
20_2024-06-27,2024-06-27,20,1.0859999999999999,2.1666666666666665,26,11.2,77,0
48_2024-06-27,2024-06-27,48,1.3487500000000001,3.1818181818181817,21.666666666666668,6.666666666666667,53.333333333333336,27
1_2024-06-28,2024-06-28,1,0,3,10,4,48,0
20_2024-06-28,2024-06-28,20,0.644,2.1666666666666665,16,5.4,53,0
48_2024-06-28,2024-06-28,48,1.1975,3.1818181818181817,16,3.6666666666666665,41.666666666666664,22
1_2024-06-29,2024-06-29,1,0,3.5,5,4.666666666666667,51,0
20_2024-06-29,2024-06-29,20,0.488,2,15,3.8,73,0
48_2024-06-29,2024-06-29,48,0.605,3.4545454545454546,11.666666666666666,2,59,14
1_2024-06-30,2024-06-30,1,0,5,7,5.333333333333333,54,0
20_2024-06-30,2024-06-30,20,0.418,2.3333333333333335,15,4.6,64,0
48_2024-06-30,2024-06-30,48,0.62625,3.727272727272727,11,3.6666666666666665,52.333333333333336,19
1_2024-07-01,2024-07-01,1,0,3.6666666666666665,6,5,51,0
20_2024-07-01,2024-07-01,20,0.8779999999999999,2.3333333333333335,14,3.8,60,0
48_2024-07-01,2024-07-01,48,0.9612499999999999,3.6363636363636362,11,3,46.666666666666664,29
